,NAO(J),NAO,EA_WR,NP,NBRA,AMO(s),TNA,PWR,SWMRR,BEST,PNA,TNI,Hurricane activity,SR,AMM,AMO,SF,Niño(3),SOI,TSA,Niño(4),QBO,PDO,GMOT,Niño(3.4),EP_NP,AT,NOI,Niño(1+2),WHWP,CIP,TPI(IPO),Month,AO,WP,CAR,ONI,AAO,ENSO,MEI,GIAM,NTA
714,,-0.55,-0.3,1014.67,,0.157,0.09,0.161,2.45,0.06,1.65,-2.565,0.0,-33.0,-0.99,0.114,716.0,-0.95,-0.5,0.23,-0.22,-24.92,0.78,0.82,-0.59,0.49,0.58,,-0.98,1.63,,-0.28,7,-0.397,-0.09,0.13,-0.56,-2.6310000000000002,-1.40595,-0.77,-1.87,-0.02
715,,-0.31,-1.7,1016.07,,0.161,0.01,0.16,1.9,-0.48,1.96,-2.305,6.75,281.0,-0.24,0.039,691.0,-1.18,0.7,0.15,-0.31,-27.41,0.5,0.87,-0.72,-0.67,0.145,,-1.2,1.52,,-0.72,8,-0.034,0.02,0.12,-0.81,-0.10800000000000001,-0.61157,-0.93,-2.14,-0.06
716,,0.85,-0.77,1013.92,,0.16399999999999998,0.11,0.17800000000000002,1.33,-0.63,1.52,-1.865,4.5,-209.0,0.2,0.083,670.0,-1.27,0.3,0.27,-0.65,-28.13,-0.36,0.85,-1.11,-1.29,1.276,,-0.97,1.63,,-1.17,9,0.179,1.2,0.12,-1.07,0.031,-0.95129,-1.1,-2.51,-0.05
717,,1.0,-1.07,1013.33,,0.166,0.24,0.11800000000000001,0.27,-1.14,0.77,-1.291,0.0,-126.0,2.42,0.14300000000000002,675.0,-1.43,1.2,0.11,-0.85,-29.05,-1.45,0.84,-1.39,-1.96,1.624,,-1.52,1.4,,-1.59,10,0.38299999999999995,0.4,0.09,-1.34,-0.434,-0.45497,-1.14,-1.92,-0.02
718,,0.48,-0.5,1007.59,,0.16699999999999998,0.24,0.004,0.57,-1.23,0.65,-0.302,1.0,40.0,3.5,0.161,696.0,-1.62,1.4,0.1,-1.09,-27.61,-1.08,0.76,-1.54,0.68,2.276,,-1.73,0.47,,-1.67,11,-0.519,-0.04,0.11,-1.5,-0.9840000000000001,-0.7881100000000001,-1.13,-1.73,-0.01
719,,0.23,0.28,1010.56,,0.168,0.09,0.025,2.26,-1.6,-0.16,0.85,0.0,-1.0,2.58,0.096,785.0,-1.66,2.7,0.2,-1.12,-19.48,-0.58,0.76,-1.58,,1.4909999999999999,,-1.66,-0.16,,-1.32,12,0.821,0.37,0.06,-1.6,1.929,-0.98459,-1.22,-1.09,0.01
720,,0.53,-0.64,1009.33,,0.16899999999999998,0.14,0.10099999999999999,1.73,-1.75,-1.06,1.8359999999999999,0.0,-5.0,2.15,0.015,743.0,-1.46,2.9,0.19,-1.45,-12.42,-1.0,0.54,-1.68,-1.25,1.208,,-0.48,-0.17,,-1.56,1,0.8190000000000001,0.92,0.06,-1.64,1.208,-0.25471,-1.08,-1.0,0.03
721,,0.38,0.12,1005.85,,0.16899999999999998,0.18,-0.075,1.15,-2.52,0.37,2.404,0.0,-2.0,0.98,0.113,711.0,-1.24,4.4,0.36,-1.58,-4.7,-0.77,0.49,-1.67,-0.4,1.224,,0.22,-0.28,,-1.39,2,0.938,0.01,-0.01,-1.52,1.147,-1.18351,-1.27,-1.19,0.08
722,,-0.32,-0.47,1013.19,,0.171,0.27,-0.204,0.2,-1.24,-0.61,2.6710000000000003,0.0,-5.0,0.12,0.14300000000000002,729.0,-0.75,2.4,0.6,-1.35,2.19,-0.71,0.93,-1.21,-1.62,1.17,,0.39,-0.53,,-1.01,3,0.586,-1.35,-0.02,-1.29,0.5870000000000001,-1.1037700000000001,-1.54,-1.5,0.11
723,,-1.31,-0.38,1018.18,,0.171,0.09,-0.212,0.17,-0.93,-1.18,2.4930000000000003,0.0,-7.0,-1.87,0.027000000000000003,702.0,-0.46,1.1,0.64,-1.16,6.43,-1.52,0.7,-0.99,-0.5,0.441,,0.41,0.17,,-1.05,4,-0.455,0.28,-0.02,-1.01,-0.873,-1.30726,-1.13,-1.31,0.1
724,,-1.55,0.71,1014.14,,0.171,0.28,-0.305,0.88,-0.27,1.25,2.015,0.0,16.0,-0.64,0.157,684.0,-0.25,-0.1,0.82,-1.11,11.53,-1.37,0.61,-0.84,0.21,1.506,,0.54,-0.31,,-0.73,5,-1.205,-0.66,-0.01,-0.84,-0.49,-0.6815100000000001,-0.98,-0.9,0.09
725,,-1.09,0.06,1016.95,,0.17,0.39,-0.26899999999999996,0.37,-0.46,-1.76,1.6130000000000002,0.0,201.0,-0.59,0.24100000000000002,659.0,-0.16,1.0,0.7,-1.01,13.45,-1.34,0.6,-0.68,-1.13,1.932,,0.55,-0.02,,-0.56,6,-0.09,-0.36,-0.06,-0.61,1.348,-0.8829,-0.86,-0.53,0.09
726,,-1.24,0.53,1016.56,,0.17,0.45,-0.106,2.76,0.02,-0.51,1.429,8.75,172.0,-0.41,0.191,657.0,0.28,0.5,0.66,-0.83,13.27,-1.67,0.79,-0.3,-1.13,1.2329999999999999,,0.99,0.99,,-0.41,7,-0.48,0.02,-0.08,-0.37,0.32,-0.8403200000000001,-0.87,-0.52,0.11
727,,-1.62,-0.28,1014.83,,0.16899999999999998,0.45,0.07,2.57,-0.35,0.89,1.173,3.0,178.0,0.08,0.16,663.0,0.5,1.7,0.51,-0.75,11.63,-1.7,0.47,-0.13,-0.36,0.9890000000000001,,1.4,3.42,,-0.32,8,-0.08,-1.32,-0.06,-0.23,0.087,-0.79975,-1.08,-0.31,0.2
728,,1.14,-0.77,1013.98,,0.168,0.57,0.244,0.7,-0.8,0.89,0.955,13.5,23.0,2.09,0.183,671.0,0.3,2.0,0.28,-0.68,11.6,-1.55,0.81,-0.25,-0.11,0.9490000000000001,,1.02,2.7,,-0.49,9,-0.327,-0.83,-0.01,-0.24,1.386,-0.48213,-1.07,-0.42,0.26
729,,0.47,-0.9,1015.42,,0.16699999999999998,0.43,0.196,0.79,-0.82,1.11,0.8390000000000001,3.0,73.0,2.81,0.087,683.0,0.09,2.1,0.27,-0.59,11.05,-1.76,0.84,-0.35,-1.0,1.107,,0.35,2.62,,-0.67,10,1.676,0.19,-0.05,-0.35,1.215,-0.8831,-1.12,-0.16,0.23
730,,-0.47,-1.28,1010.81,,0.165,0.27,0.152,0.79,-0.89,1.05,0.787,2.25,-17.0,1.84,-0.013999999999999999,686.0,-0.12,2.2,0.31,-0.72,9.13,-1.25,0.88,-0.46,0.65,1.03,,-0.28,1.84,,-0.7,11,0.092,0.33,-0.12,-0.55,0.92,-1.16974,-1.05,-0.22,0.14
731,,-0.35,-1.46,1014.72,,0.163,0.26,0.174,1.87,-1.07,-1.71,0.779,0.0,-2.0,1.89,0.003,692.0,-0.56,2.4,0.41,-0.81,10.46,-0.87,0.71,-0.86,,-9.0,,-0.45,-0.3,,-0.97,12,0.648,1.01,-0.14,-0.73,1.194,-1.16012,-1.05,-0.42,0.05
732,,-0.52,-1.33,1009.59,,0.161,0.07,0.145,0.5,-1.32,0.13,0.7929999999999999,0.0,-5.0,0.67,-0.07400000000000001,698.0,-0.51,1.8,0.45,-0.95,10.71,-1.4,0.8,-0.89,-0.18,,,-0.17,-0.17,,-1.01,1,0.8,0.01,-0.14,-0.85,0.963,-0.6874,-1.01,-1.12,-0.12
733,,-0.38,-1.17,1014.81,,0.159,-0.37,0.08,0.71,-1.95,-1.57,0.753,0.0,7.0,-2.79,-0.179,700.0,-0.57,3.1,0.35,-0.85,12.33,-1.55,0.79,-0.79,0.32,,,-0.68,-0.3,,-0.99,2,-0.672,1.71,-0.12,-0.79,0.456,-0.96414,-0.85,-1.26,-0.29
734,,0.19,0.18,1017.4,,0.156,-0.34,0.221,0.4,-0.3,-1.29,0.514,0.0,-4.0,-3.72,-0.175,692.0,-0.71,0.7,0.54,-0.58,11.44,-1.59,0.7,-0.69,-1.12,,,-0.81,-0.76,,-0.89,3,0.121,0.22,-0.09,-0.61,0.605,-0.6995399999999999,-0.94,-1.01,-0.4
735,,-0.36,1.26,1015.88,,0.154,-0.31,0.184,0.61,-0.54,-0.04,0.107,0.0,-33.0,-4.03,-0.146,697.0,-0.17,1.3,0.52,-0.26,9.11,-1.65,0.79,-0.35,0.49,,,0.41,-0.11,,-0.53,4,0.973,0.02,-0.03,-0.33,0.028999999999999998,-0.8693799999999999,-0.81,-0.45,-0.38
736,,1.61,0.21,1016.03,,0.153,-0.23,0.256,0.83,0.68,-0.43,-0.284,0.0,-23.0,-5.29,-0.077,705.0,0.29,-0.2,0.79,-0.01,1.56,-0.88,0.85,0.06,1.31,,,0.34,0.25,,-0.05,5,1.194,-0.67,0.08,0.01,-0.733,-0.63202,-0.72,-0.08,-0.25
737,,-0.91,1.23,1013.16,,0.154,0.05,0.304,1.01,0.64,0.48,-0.47600000000000003,0.0,0.0,-3.6,0.106,686.0,0.56,0.2,0.59,0.18,-5.47,-0.31,0.83,0.31,-0.39,,,0.65,1.85,,0.31,6,-1.351,-1.74,0.15,0.28,-0.47,0.29816,-0.06,-0.01,-0.01
738,,-2.11,0.7,1015.78,,0.154,0.45,0.324,1.67,0.63,0.72,-0.848,0.0,-148.0,0.11,0.213,682.0,0.69,0.4,0.39,0.29,-12.21,-0.53,0.94,0.48,1.65,,,0.75,3.8,,0.4,7,-1.3559999999999999,1.2,0.22,0.45,-1.234,0.32415,0.49,0.1,0.18
739,,-0.37,-0.3,1016.23,,0.155,0.41,0.37200000000000005,0.91,1.02,0.62,-1.3090000000000002,7.0,216.0,0.33,0.13699999999999998,674.0,0.8,-0.3,0.24,0.44,-14.45,0.09,0.91,0.56,-1.39,,,0.84,4.09,,0.54,8,-0.054000000000000006,0.66,0.29,0.58,-0.6859999999999999,0.8715200000000001,0.52,-0.13,0.26
740,,1.62,-0.22,1013.6,,0.155,0.35,0.188,1.24,0.35,1.03,-1.6869999999999998,2.75,319.0,0.45,0.042,705.0,0.78,0.5,0.19,0.57,-13.81,0.52,0.95,0.68,-1.02,,,0.51,3.77,,0.68,9,0.875,-1.02,0.38,0.71,-0.017,0.28839000000000004,0.39,-0.21,0.27
741,,-0.61,0.34,1010.73,,0.155,0.63,0.201,0.78,1.83,0.64,-2.025,0.0,55.0,2.56,0.149,723.0,0.78,-2.0,0.45,0.92,-11.69,0.27,0.73,0.89,0.7,,,0.32,4.87,,0.81,10,-1.54,-2.05,0.41,1.01,0.085,0.71448,0.56,-0.44,0.27
742,,-0.16,-0.42,1012.19,,0.154,0.51,0.19,0.24,1.51,0.19,-2.418,2.25,11.0,2.53,0.054000000000000006,736.0,1.08,-1.0,0.3,1.12,-13.83,-0.4,0.89,1.46,-1.62,,,0.33,3.17,,1.08,11,0.45899999999999996,1.27,0.42,1.36,-1.915,-0.24659,1.05,-0.22,0.29
743,,-1.88,-0.82,1004.34,,0.152,0.54,0.2,1.1,1.73,0.04,-2.571,0.0,-3.0,1.01,0.067,768.0,1.33,-1.2,0.7,1.18,-15.57,0.08,0.76,1.74,,,,0.6,0.79,,1.16,12,-3.4130000000000003,-1.07,0.29,1.56,0.607,1.21623,0.96,-0.03,0.39
744,,-1.8,-0.55,1000.04,,0.151,0.8,0.221,2.67,1.62,0.96,-2.6489999999999996,0.0,-5.0,1.98,0.024,811.0,1.07,-1.8,0.79,1.12,-16.02,0.83,0.95,1.52,-0.58,,,0.28,0.0,,1.04,1,-2.5869999999999997,0.47,0.22,1.5,-0.757,1.00578,0.93,0.83,0.57
745,,-2.69,-1.02,1005.01,,0.15,1.07,0.364,1.39,1.94,0.48,-2.398,0.0,-2.0,3.96,0.162,847.0,0.88,-2.4,0.68,0.88,-16.98,0.82,1.06,1.25,-0.51,,,0.12,0.64,,0.73,2,-4.266,0.23,0.15,1.22,-0.775,2.00625,1.28,0.72,0.83
746,,-1.33,1.08,1010.87,,0.14800000000000002,1.27,0.40299999999999997,1.27,1.21,1.68,-2.127,0.0,-12.0,5.01,0.272,834.0,0.55,-1.1,0.89,0.75,-19.68,0.44,1.13,0.9,-1.63,,,0.07,1.85,,0.49,3,-0.43200000000000005,1.83,0.2,0.84,0.10800000000000001,0.6248600000000001,1.31,0.89,1.04
747,,-0.93,-0.67,1015.22,,0.145,1.4,0.445,0.56,-0.14,1.26,-1.75,0.0,7.0,5.3,0.41,759.0,0.27,2.0,0.68,0.5,-23.57,0.78,0.99,0.38,-1.21,,,-0.11,4.04,,0.43,4,-0.275,0.88,0.31,0.35,0.377,0.66273,0.49,0.2,1.13
748,,-1.33,-2.05,1016.23,,0.14300000000000002,1.35,0.513,0.25,-0.76,-0.73,-1.548,0.0,88.0,6.11,0.444,738.0,-0.17,1.5,0.62,0.1,-26.28,0.62,1.0,-0.22,-0.15,,,0.24,6.14,,-0.03,5,-0.919,-2.5,0.39,-0.17,1.021,-0.18582,-0.17,-0.3,1.02
749,,-0.52,-1.91,1015.99,,0.14,1.11,0.539,0.34,-0.69,-0.1,-0.9570000000000001,1.0,144.0,4.17,0.43200000000000005,725.0,-0.71,0.6,0.85,-0.31,-25.05,-0.22,0.92,-0.69,1.5,,,0.01,7.32,,-0.57,6,-0.013000000000000001,-0.08,0.4,-0.66,2.0709999999999997,-0.80504,-1.33,-1.25,0.85
750,,-0.39,-1.42,1018.84,,0.139,1.01,0.496,2.65,-2.17,0.89,-0.564,0.5,123.0,3.84,0.434,798.0,-1.01,3.0,0.6,-0.79,-9.84,-1.05,0.78,-1.07,-0.22,,,-1.03,5.94,,-1.19,7,0.435,-2.38,0.36,-1.05,2.424,-1.17543,-2.43,-1.72,0.69
751,,-1.69,-0.77,1018.11,,0.13699999999999998,0.97,0.406,2.04,-2.33,1.07,-0.218,9.5,61.0,4.19,0.51,795.0,-1.14,3.0,0.48,-1.25,1.45,-1.27,0.86,-1.39,-1.48,,,-1.31,4.95,,-1.53,8,-0.11699999999999999,0.41,0.27,-1.35,1.51,-1.6856900000000001,-2.4,-1.84,0.6
752,,-0.62,-1.08,1012.75,,0.135,0.75,0.44299999999999995,1.05,-2.76,1.07,0.113,18.5,477.0,4.92,0.434,811.0,-1.29,3.7,0.23,-1.44,6.58,-1.61,0.91,-1.6,-0.34,,,-1.22,3.24,,-1.81,9,-0.865,0.05,0.2,-1.56,0.402,-1.16834,-2.28,-1.13,0.54
753,,-0.5,-0.03,1011.56,,0.135,0.77,0.35600000000000004,1.19,-2.35,2.15,0.6809999999999999,7.5,211.0,6.11,0.308,817.0,-1.48,2.9,0.43,-1.61,10.83,-1.06,0.96,-1.69,-0.58,,,-1.28,2.94,,-1.84,10,-0.467,0.67,0.1,-1.64,1.335,-1.38906,-2.18,-0.78,0.51
754,,-1.84,-0.96,1013.83,,0.134,0.7,0.303,0.18,-1.83,-0.81,1.167,1.5,-8.0,6.32,0.22,825.0,-1.52,2.1,0.4,-1.59,12.16,-0.82,1.04,-1.64,0.27,,,-1.31,2.27,,-1.67,11,-0.376,-0.33,-0.01,-1.64,1.516,-0.82952,-2.04,-0.47,0.61
755,,-1.8,-1.99,1013.51,,0.135,0.96,0.18899999999999997,1.5,-2.99,-2.08,1.53,0.0,-3.0,7.8,0.192,842.0,-1.5,4.8,0.41,-1.45,10.97,-1.21,0.64,-1.6,,,,-0.9,0.1,,-1.83,12,-2.6310000000000002,-1.26,-0.13,-1.59,0.205,-0.9956299999999999,-1.91,-0.76,0.79
756,,-1.53,-0.38,1003.18,,0.135,0.97,0.016,,-2.46,1.0,1.5230000000000001,0.0,-4.0,7.01,0.128,834.0,-1.26,3.8,0.45,-1.4,9.18,-0.92,0.78,-1.54,-0.42,,,-0.48,-0.17,,,1,-1.683,-1.37,-0.2,-1.42,0.052000000000000005,-0.95504,-1.83,-0.9,0.81
757,,0.35,0.58,1015.8,,0.135,0.53,0.011000000000000001,,-3.07,-2.41,1.577,0.0,3.0,3.3,0.092,946.0,-0.77,4.5,0.59,-1.05,10.05,-0.83,0.63,-1.11,-0.12,,,-0.16,-0.28,,,2,1.575,-0.13,-0.13,-1.19,1.074,-0.97688,-1.63,-0.82,0.64
758,,0.24,0.08,1009.34,,0.136,0.41,0.013000000000000001,,-2.34,0.38,1.546,0.0,-4.0,1.37,0.04,1158.0,-0.73,4.2,0.72,-0.81,10.44,-0.69,0.79,-0.93,-0.03,,,-0.88,-0.85,,,3,1.4240000000000002,-0.1,0.02,-0.93,-0.29600000000000004,-1.6677099999999998,-1.79,-0.83,0.43
759,,2.55,1.23,1015.1,,0.13699999999999998,0.33,-0.10300000000000001,,-1.69,-1.78,1.271,0.0,-27.0,0.16,0.076,1125.0,-0.33,3.1,0.49,-0.74,10.71,-0.42,0.83,-0.77,-0.63,,,-0.19,-0.75,,,4,2.275,-1.93,0.12,-0.73,-0.87,-1.10085,-1.74,-0.51,0.33
760,,-0.01,-1.52,1014.86,,0.138,0.41,0.006999999999999999,,-0.53,0.25,0.8440000000000001,0.0,-37.0,0.96,0.136,958.0,-0.29,0.6,0.3,-0.57,10.02,-0.37,0.66,-0.52,-1.18,,,0.11,0.0,,,5,-0.035,0.38,0.21,-0.55,1.266,-0.9456899999999999,-1.29,-0.43,0.37
761,,-0.98,-0.33,1014.75,,0.139,0.59,0.002,,-0.23,0.35,0.675,0.0,-38.0,1.87,0.163,958.0,-0.12,0.4,0.2,-0.51,3.9,-0.69,0.8,-0.38,-0.48,,,0.3,2.13,,,6,-0.858,0.81,0.16,-0.44,-0.099,-1.1412799999999999,-1.08,-0.4,0.34
762,,-1.48,-0.79,1017.27,,0.14,0.43,-0.005,,-0.81,-0.75,0.387,0.0,-153.0,0.97,0.076,941.0,-0.2,1.6,0.27,-0.48,0.44,-1.86,0.9,-0.43,-2.23,,,0.1,2.64,,,7,-0.47200000000000003,-0.27,0.18,-0.48,-1.3840000000000001,-0.42466000000000004,-0.86,-0.76,0.33
763,,-1.85,0.97,1015.04,,0.141,0.49,0.091,,-0.77,1.4,0.168,6.25,174.0,0.78,0.131,1017.0,-0.39,0.7,0.2,-0.63,-0.49,-1.74,1.05,-0.65,-0.67,,,-0.21,3.53,,,8,-1.063,-0.51,0.16,-0.62,-1.202,-0.04856,-0.88,-0.71,0.23
764,,0.67,-0.29,1012.88,,0.141,0.36,0.037000000000000005,,-1.2,-0.39,-0.028999999999999998,12.25,-160.0,2.24,0.128,1345.0,-0.61,1.7,0.24,-0.76,-2.3,-1.79,0.83,-0.8,-0.53,,,-0.74,1.42,,,9,0.665,0.51,0.11,-0.83,-1.25,-0.73505,-1.16,-0.53,0.16
765,,0.94,0.12,1012.67,,0.141,0.44,0.11,,-1.13,0.86,0.07,7.5,-91.0,3.32,0.047,1372.0,-1.06,1.2,0.28,-0.9,-3.05,-1.34,0.88,-1.05,-0.81,,,-0.78,1.65,,,10,0.8,1.06,0.04,-1.01,0.38799999999999996,-0.2349,-1.37,-0.36,0.07
766,,1.3,2.08,1014.06,,0.142,0.21,0.245,,-1.4,-0.76,0.363,0.0,-17.0,3.36,-0.086,1531.0,-1.12,1.8,-0.05,-0.9,-9.09,-2.33,0.83,-1.19,-1.34,,,-0.57,1.67,,,11,1.459,0.39,0.02,-1.09,-0.9079999999999999,-0.44671000000000005,-1.21,-0.3,0.0
767,,2.25,-0.5,1009.69,,0.142,0.23,0.316,,-2.37,0.06,0.8440000000000001,0.0,-3.0,4.47,-0.06,1412.0,-0.92,4.1,-0.48,-1.01,-16.25,-1.79,0.9,-1.06,,,,-0.68,-0.26,,,12,2.221,-0.39,0.05,-1.04,2.573,-1.2906,-1.24,-0.06,-0.05
768,,0.86,-0.46,1007.49,,0.142,0.16,0.252,,-1.3,0.13,1.082,0.0,-5.0,3.13,-0.081,1331.0,-0.57,1.8,-0.32,-1.02,-16.07,-1.38,0.68,-0.87,-1.92,,,-0.18,-0.16,,,1,-0.22,-1.58,0.12,-0.86,1.5830000000000002,-0.73538,-1.08,-0.4,-0.08
769,,0.03,-0.64,1006.07,,0.14300000000000002,-0.02,0.166,,-0.84,0.7,1.479,0.0,8.0,1.33,-0.012,1068.0,-0.19,0.8,-0.51,-0.91,-15.25,-0.85,0.64,-0.67,-0.33,,,0.36,-0.14,,,2,-0.036000000000000004,1.01,0.13,-0.72,-0.28300000000000003,-0.52528,-0.67,-0.64,-0.15
770,,0.93,1.35,1014.31,,0.14300000000000002,-0.26,-0.02,,-0.85,-0.19,1.6130000000000002,0.0,-6.0,-2.18,0.01,1150.0,-0.18,1.2,-0.08,-0.77,-16.74,-1.05,0.76,-0.61,-2.59,,,0.16,-0.5,,,3,1.037,0.82,0.13,-0.59,0.275,-1.3749799999999999,-0.59,-1.14,-0.17
771,,0.37,-1.59,1015.06,,0.14400000000000002,-0.17,0.184,,-0.08,-0.09,1.5959999999999999,0.0,10.0,-1.23,0.064,1131.0,-0.02,-0.4,-0.33,-0.59,-17.62,-0.27,0.89,-0.5,0.31,,,0.9,0.44,,,4,-0.035,-0.29,0.15,-0.47,0.6659999999999999,-0.40796,-0.43,-1.19,-0.1
772,,-0.79,-0.47,1016.26,,0.145,0.09,0.268,,0.06,-0.29,1.1909999999999998,0.0,72.0,-0.85,0.14800000000000002,1215.0,0.09,0.1,-0.04,-0.52,-22.04,-1.26,1.04,-0.32,-1.46,,,0.87,0.3,,,5,0.168,-1.66,0.2,-0.26,0.153,-1.03549,-0.35,-1.31,0.0
773,,-2.25,0.01,1014.66,,0.147,0.31,0.102,,0.56,-0.42,0.601,0.75,41.0,0.48,0.284,1209.0,0.44,-0.7,0.04,-0.39,-25.89,-0.87,0.75,0.02,-0.95,,,1.02,1.77,,,6,-0.672,-1.39,0.24,-0.01,-0.19699999999999998,-0.55555,-0.28,-1.34,0.15
774,,-1.29,-1.43,1018.38,,0.14800000000000002,0.3,0.045,,0.62,-0.57,-0.046,0.0,413.0,0.74,0.359,1361.0,0.57,-0.1,-0.03,-0.26,-27.82,-1.52,0.66,0.25,-1.01,,,0.4,2.88,,,7,0.168,0.58,0.24,0.25,1.2590000000000001,-0.6769,0.3,-1.3,0.24
775,,-1.39,1.15,1016.97,,0.15,0.52,0.136,,0.67,-0.2,-0.718,6.0,400.0,2.05,0.415,1157.0,0.52,-0.3,-0.08,0.08,-27.93,-1.93,0.88,0.47,0.63,,,0.07,4.44,,,8,0.013999999999999999,-0.07,0.28,0.37,0.489,0.27935,-0.06,-1.18,0.4
776,,-0.43,-0.49,1015.32,,0.152,0.72,0.151,,0.24,-0.39,-1.412,13.75,266.0,3.49,0.43200000000000005,1230.0,0.34,0.4,0.02,0.21,-26.6,-2.21,0.89,0.38,0.16,,,0.06,4.72,,,9,0.772,0.69,0.33,0.37,0.562,0.04974,-0.32,-1.2,0.48
777,,-1.73,-1.01,1012.85,,0.155,0.78,0.17300000000000001,,-0.05,-1.13,-1.74,8.0,-3.0,4.97,0.313,1232.0,0.02,0.5,0.03,0.31,-24.51,-0.79,1.0,0.26,0.58,,,-0.37,4.51,,,10,-1.514,-2.53,0.34,0.27,-0.444,0.17407,-0.22,-0.6,0.52
778,,-0.74,-0.59,1012.29,,0.157,0.75,0.261,,0.03,-1.06,-1.626,0.0,42.0,5.35,0.149,1209.0,-0.02,0.4,0.03,0.3,-18.95,-0.59,1.0,0.16,0.12,,,-0.41,3.89,,,11,-0.111,-2.02,0.35,0.05,-1.7009999999999998,-0.19069,-0.07,-0.51,0.46
779,,0.07,-0.88,1009.34,,0.158,0.55,0.39299999999999996,,0.46,-1.31,-1.515,0.0,-2.0,3.92,0.125,1083.0,-0.42,-1.0,0.18,0.06,-10.02,-0.48,0.76,-0.25,,,,-0.85,0.17,,,12,-1.749,-0.58,0.31,-0.21,-0.764,-0.15242999999999998,-0.07,0.22,0.44
780,,-0.11,0.46,1006.32,,0.159,0.44,0.293,,-0.13,0.05,-1.149,0.0,-3.0,2.86,0.11199999999999999,1271.0,-0.66,-0.1,0.39,-0.08,-6.07,-0.13,1.04,-0.53,0.12,,,-0.68,-0.14,,,1,-0.61,0.07,0.36,-0.43,0.071,-0.48993000000000003,-0.05,0.0,0.43
781,,-0.96,-1.28,1009.7,,0.159,0.4,0.342,,-0.04,0.3,-0.9990000000000001,0.0,8.0,1.63,0.099,1042.0,-0.56,-0.4,0.25,-0.19,-1.23,-0.43,0.85,-0.52,-0.88,,,-0.73,-0.1,,,2,-1.0070000000000001,1.49,0.3,-0.43,0.716,-0.7883399999999999,-0.07,0.65,0.46
782,,-2.09,2.31,1013.91,,0.159,0.7,0.32,,-1.11,-0.26,-1.167,0.0,5.0,3.72,0.142,1113.0,-0.12,2.5,0.26,-0.37,2.85,-0.63,0.88,-0.25,0.7,,,-0.67,-0.6,,,3,-3.185,0.59,0.21,-0.34,1.375,0.28683000000000003,-0.14,0.55,0.48
783,,0.6,-0.4,1016.05,,0.158,0.53,0.314,,-0.13,-1.76,-1.528,0.0,90.0,2.22,0.12,1251.0,-0.36,0.4,0.35,-0.27,8.39,-0.16,0.7,-0.25,1.24,,,-1.23,0.36,,,4,0.322,-1.86,0.08,-0.3,0.611,0.8756200000000001,-0.37,0.69,0.53
784,,0.58,-2.06,1015.92,,0.158,0.64,0.287,,-0.74,-0.24,-1.929,0.0,-75.0,3.12,0.085,1313.0,-0.82,1.3,0.48,-0.23,12.64,0.08,0.76,-0.4,-0.26,,,-1.58,-0.38,,,5,0.494,-1.13,0.01,-0.36,0.36,-0.8726299999999999,-0.71,0.01,0.41
785,,0.83,-2.3,1015.75,,0.156,0.32,0.177,,-0.78,-0.35,-2.379,0.0,-56.0,0.86,0.03,1101.0,-0.89,2.0,0.28,-0.2,13.38,-0.78,1.0,-0.42,1.68,,,-1.91,0.6,,,6,0.5489999999999999,-0.47,-0.03,-0.41,-0.271,-0.7165,-1.18,-0.41,0.29
786,,0.7,-0.17,1018.26,,0.154,0.34,0.19399999999999998,,-0.7,-0.71,-2.398,0.0,-152.0,0.75,0.174,1155.0,-0.7,1.3,0.23,-0.24,14.27,-1.25,0.77,-0.39,0.93,,,-1.6,0.34,,,7,-0.011000000000000001,-0.88,-0.03,-0.4,0.945,-2.0596400000000004,-0.85,-0.53,0.22
787,,1.12,-1.94,1013.93,,0.153,0.56,0.198,,-0.32,-0.06,-2.185,0.0,389.0,1.63,0.17800000000000002,1154.0,-0.65,0.3,0.25,-0.18,14.66,-1.04,0.9,-0.38,-1.09,,,-1.16,3.73,,,8,0.154,-0.17,-0.03,-0.32,-1.561,-0.74688,-0.5,-0.34,0.22
788,,0.38,-0.58,1013.17,,0.153,0.61,0.245,,-0.18,0.41,-1.936,3.25,76.0,2.9,0.239,1026.0,-0.33,0.5,0.03,-0.11,13.12,-0.48,1.06,-0.18,-1.44,,,-0.77,3.87,,,9,-0.461,1.93,0.18,-0.26,-1.6580000000000001,-0.75063,-0.38,-0.26,0.35
789,,-0.88,0.63,1012.5,,0.153,0.66,0.203,,-0.14,-0.21,-1.5830000000000002,0.0,15.0,4.48,0.331,1324.0,-0.19,-0.1,0.04,-0.04,11.69,-0.87,0.91,-0.2,0.99,,,-0.75,4.32,,,10,0.263,-0.09,0.29,-0.18,-0.45799999999999996,-0.18233,-0.16,-0.32,0.28
790,,0.81,-0.88,1015.44,,0.151,0.32,0.345,,-0.54,-1.14,-1.043,0.0,-6.0,3.06,0.11199999999999999,1483.0,-0.2,1.2,-0.07,0.04,12.45,-0.11,0.99,-0.14,1.16,,,-0.56,2.14,,,11,2.029,-0.04,0.32,-0.17,0.18899999999999997,-0.45608999999999994,-0.18,-0.19,0.19
791,,0.79,-0.36,1010.29,,0.151,0.27,0.3,,-0.01,-1.16,-1.077,0.0,0.0,2.85,0.02,1477.0,-0.13,0.1,0.11,-0.06,12.55,-0.41,0.94,-0.17,,,,-0.44,0.09,,,12,1.475,-2.01,0.2,-0.27,0.061,-0.80907,-0.35,-0.05,0.1
